customer_lifetime_value,income,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_open_complaints,number_of_policies,total_claim_amount,predicted_income,final_income
5068.426258,80846,65,9,32,0,9,227.183015,38704,80846
4879.713235,0,67,7,84,0,5,321.6,52275,52275
13466.92071,11432,119,11,9,0,2,571.2,11432,11432
13306.18451,39017,170,10,4,2,3,592.85751,10105,39017
7350.182328,0,108,7,54,0,4,777.6,54094,54094
4822.436037,73769,61,24,84,0,6,121.654567,61108,73769
3554.845264,58557,88,4,83,0,1,55.510526,58557,58557
3135.579831,0,91,12,6,0,1,707.264022,10275,10275
57520.50151,48367,161,10,34,0,2,772.8,39547,48367
2515.411468,39718,65,1,55,2,1,366.531664,26840,39718
7247.495684,0,96,31,64,1,3,460.8,23923,23923
4878.950256,43358,61,2,83,0,6,400.294938,43358,43358
2971.919417,83873,76,5,36,1,1,218.374041,14151,83873
11302.60169,22361,95,15,42,0,2,530.667993,22361,22361
7996.597066,70061,99,2,57,0,3,699.517349,46623,70061
7411.813055,0,73,6,19,0,2,525.6,34430,34430
3179.474225,65742,79,6,0,0,1,277.360797,26285,65742
22658.53652,23665,67,19,50,0,2,404.817249,23665,23665
3774.861293,66457,95,2,76,0,1,456.0,15144,66457
8224.770259,82634,104,8,74,0,3,324.097433,20290,82634
2563.582441,0,69,11,60,0,1,331.2,38893,38893
2393.915369,0,70,24,10,0,1,425.266308,60060,60060
2453.570794,29735,69,3,92,0,1,331.2,29735,29735
5143.878519,61417,65,6,35,0,7,206.01822,30735,61417
7378.510732,0,105,3,12,0,4,756.0,61139,61139
2574.198807,43846,65,16,33,1,1,125.52458,20934,43846
22315.05787,0,67,33,54,0,2,482.4,33806,33806
2430.484375,33775,61,24,95,0,1,292.8,33775,33775
6160.999344,96988,77,1,60,0,3,369.6,22555,96988
7912.132168,0,114,26,34,0,7,820.8,12195,12195
5534.821886,81945,68,19,45,0,9,47.451832,25180,81945
2382.672856,0,65,24,47,0,1,27.031485,38798,38798
6991.248087,19019,186,7,46,0,1,1003.050834,19019,19019
2885.328202,62579,72,33,53,0,1,326.242099,62579,62579
41787.90343,46587,119,34,74,2,2,571.2,46587,46587
2848.564466,0,81,26,58,0,1,583.2,21297,21297
8123.023295,0,78,15,47,0,2,561.6,42540,42540
9661.103686,0,135,1,98,0,9,648.0,23053,23053
4488.134688,0,66,1,61,0,9,758.460636,41770,41770
4561.27302,29327,118,26,21,0,1,627.898468,29327,29327
11546.17372,81081,96,32,34,1,2,206.211089,73054,81081
3788.814643,0,106,27,89,0,1,763.2,14108,14108
13502.63148,57222,112,3,88,1,2,297.187468,43720,57222
8563.968057,91147,107,4,79,0,7,50.473675,47778,91147
2913.475108,76638,73,2,55,1,1,435.189747,44662,76638
7540.584824,29697,64,6,43,0,2,147.128736,17109,29697
6950.532764,0,61,27,90,0,2,301.402778,25752,25752
7255.137772,67352,181,7,80,1,1,560.947563,67352,67352
4334.064096,23904,123,1,67,3,1,590.4,23904,23904
6307.497245,0,88,16,28,2,7,422.4,44712,44712
5904.847853,89953,74,3,42,0,3,274.165887,17723,89953
4794.481412,20862,68,1,69,0,9,326.4,20862,20862
9180.154161,47663,114,35,24,0,8,103.702555,36247,47663
8355.512557,49564,105,8,29,0,5,661.608936,49564,49564
13869.92705,28432,118,1,59,0,2,612.300581,28432,28432
13452.1928,32356,117,11,35,2,2,428.490681,32356,32356
16798.85832,55269,71,32,15,0,2,340.8,55269,55269
8273.111579,0,116,6,78,0,3,509.513764,20290,20290
7408.836056,76771,95,34,82,1,7,91.674854,76771,76771
4349.30875,75648,108,28,10,0,1,112.660916,75648,75648
4744.967459,20698,68,21,72,5,5,248.422693,20698,20698
17208.05642,29734,63,12,86,0,2,649.83837,29734,29734
8673.587,43963,110,25,59,0,7,528.0,20538,43963
2497.910013,29465,63,6,9,0,1,302.4,23033,29465
32069.87526,24851,103,8,99,0,2,604.289428,24851,24851
3312.253233,0,107,2,4,2,1,770.4,27443,27443
10828.37347,11033,97,27,18,0,2,511.120131,11033,11033
12128.36511,20495,61,7,36,0,2,292.8,20495,20495
5505.687336,95766,68,17,62,0,5,162.557048,25714,95766
6715.342541,0,65,22,39,0,2,655.073317,23530,23530
2836.677371,61029,72,26,98,0,1,114.429816,32437,61029
3561.595726,0,105,3,30,0,1,504.0,32180,32180
6552.399896,56188,86,20,52,3,3,175.972039,18768,56188
2833.980142,94812,70,11,40,0,1,121.025058,60477,94812
5099.513147,0,70,28,77,1,3,336.0,12608,12608
9415.527031,55338,116,25,54,0,7,556.8,20538,55338
3644.833554,82477,90,1,69,0,1,432.0,82477,82477
2927.516316,20852,73,8,6,0,1,383.789732,20852,20852
9227.945752,0,82,22,62,0,2,296.637382,25381,25381
3148.42409,0,83,16,75,0,1,544.217453,27982,27982
3063.114594,0,95,14,57,2,1,456.0,21603,21603
3417.953745,72460,85,9,76,0,1,370.018108,29958,72460
23594.6802,76358,66,25,3,0,2,86.461582,76358,76358
7519.133631,96306,95,12,17,1,6,185.355353,96306,96306
3969.433177,49544,101,3,29,0,1,0.769185,32180,49544
4874.0748,0,68,10,36,0,7,609.323227,26577,26577
7261.615478,0,101,7,19,0,4,727.2,12181,12181
8005.964669,63357,101,26,42,0,5,565.508572,30228,63357
2996.139865,0,82,9,21,0,1,590.4,25748,25748
4175.945269,23060,109,13,25,3,1,731.350857,23060,23060
8491.858636,27781,71,33,7,0,2,340.8,24887,27781
2402.172069,43246,62,19,89,0,1,52.435202,18834,43246
4775.475851,14254,124,21,16,0,1,595.2,14254,14254
4235.183999,60334,106,5,67,0,1,111.164747,15413,60334
5107.163002,35625,65,10,56,1,3,288.572108,35625,35625
13167.60512,54684,111,13,15,3,2,302.137164,41004,54684
2520.301352,56228,65,4,79,0,1,276.877348,22562,56228
5189.289582,82166,134,9,43,3,1,643.2,36349,82166
2893.313855,30406,73,29,93,0,1,350.4,10860,30406
3985.547406,75007,101,1,19,0,1,668.773522,51833,75007
2414.638309,79271,62,24,63,4,1,232.753598,20567,79271
18688.30707,0,76,2,66,0,2,364.8,33588,33588
16589.71237,59414,140,34,56,0,2,65.022258,59414,59414
23331.829,44719,66,6,55,0,2,316.8,14119,44719
4699.034135,0,129,14,93,2,1,291.744204,26322,26322
2395.57,21986,63,1,9,0,1,333.696228,21986,21986
8861.482361,58480,113,6,35,1,5,542.4,37813,58480
8936.823519,37520,74,21,30,0,2,163.576763,20961,37520
7340.496505,50165,62,15,63,0,2,129.999138,36259,50165
26453.93512,42961,83,24,16,0,2,398.4,32989,42961
6342.473656,86687,80,4,82,0,3,274.159702,49529,86687
6560.815344,0,93,2,88,0,3,41.617367,21835,21835
6687.593818,23772,83,19,25,0,4,100.652984,15871,23772
3681.253483,0,98,23,7,0,1,354.939043,75272,75272
2555.535685,18241,65,17,44,0,1,151.991098,18241,18241
2373.795076,0,65,32,88,0,1,312.0,45754,45754
2732.652352,86650,69,7,64,2,1,323.865715,76356,86650
4703.71858,0,137,11,73,0,1,1554.089517,35666,35666
19259.84494,35973,159,5,97,0,2,763.2,24695,35973
3844.569357,26262,97,6,59,0,1,465.6,24123,26262
4683.443348,25187,121,8,79,0,1,580.8,25187,25187
5174.081063,88081,64,35,94,0,5,82.483947,40598,88081
2655.864573,83460,66,20,18,0,1,443.44552,15520,83460
5615.073509,19949,74,0,99,1,3,355.2,19949,19949
3161.171297,0,92,16,56,0,1,897.379535,16891,16891
7575.647415,0,109,30,87,0,4,784.8,45257,45257
3985.398895,77739,98,31,61,0,1,428.563553,22439,77739
9706.375239,23649,122,2,69,0,6,535.606632,23649,23649
7736.654606,68980,98,25,87,0,7,464.038577,53808,68980
4179.488639,60010,103,4,86,0,1,494.4,38884,60010
5759.011129,30968,74,10,89,1,8,45.425684,25320,30968
4165.396419,0,116,2,97,0,1,556.8,50250,50250
2632.552578,99841,65,14,30,0,1,312.0,53882,99841
3885.456401,0,105,3,92,0,1,504.0,50250,50250
8161.944953,32967,105,16,70,1,4,504.0,20396,32967
13024.13012,0,125,6,61,0,2,900.0,40117,40117
14137.23043,31794,119,12,16,0,2,571.2,12607,31794
3700.678124,36710,94,17,56,0,1,676.8,36710,36710
5511.033294,36267,69,21,1,0,8,263.454037,51066,36267
5169.49937,12430,73,22,13,0,4,350.4,12430,12430
6044.020038,93715,74,12,88,0,7,532.8,16764,93715
4349.30875,75648,108,28,10,0,1,112.660916,75648,75648
9688.129179,24584,66,11,74,0,2,279.706613,23129,24584
5528.212807,36088,72,16,31,0,9,345.6,36088,36088
7894.5005,21723,104,31,6,0,8,748.8,21723,21723
5935.815989,63833,73,17,69,0,3,199.460544,63833,63833
4520.339327,0,61,7,1,0,4,304.156333,23218,23218
3219.146148,45892,81,1,49,0,1,388.8,45892,45892
5935.572179,90263,74,17,36,0,8,355.2,66203,90263
2322.572562,0,63,8,87,0,1,453.6,34807,34807
11692.00974,40548,98,7,57,0,2,470.4,39135,40548
10175.2441,0,99,15,84,0,2,831.340966,40602,40602
2513.971107,50450,63,24,80,0,1,302.4,50450,50450
2897.779107,0,85,4,45,0,1,612.0,36706,36706
5515.246935,75963,69,4,23,0,7,102.147789,36464,75963
3469.836978,32714,87,35,48,0,1,513.041633,32714,32714
6907.554242,42790,87,10,74,0,3,290.057111,42790,42790
3647.24611,20694,94,29,89,1,1,451.2,20694,20694
3265.156348,25820,82,10,69,0,1,393.6,25820,25820
2514.282096,24744,65,1,0,0,1,312.0,24744,24744
4462.997006,0,73,35,52,3,5,350.4,30503,30503
4570.673702,27538,63,10,6,4,3,285.843893,27538,27538
2752.65503,81280,68,6,47,0,1,308.349562,24506,81280
2188.655055,0,67,29,49,1,1,321.6,23008,23008
2710.149379,0,73,14,66,0,1,350.4,21375,21375
14754.35923,26486,128,18,5,1,2,614.4,26486,26486
10759.40004,0,97,12,24,0,2,465.6,16266,16266
12357.11512,0,182,4,34,0,5,1953.87972,17269,17269
5033.390798,68331,63,23,38,0,3,302.4,22594,68331
2370.618948,0,71,1,66,1,1,511.2,36650,36650
11236.31135,21636,64,2,24,5,2,213.587367,21636,21636
12476.64759,0,121,7,34,0,2,871.2,25918,25918
14641.51818,0,133,24,46,0,2,1386.870718,25708,25708
4731.844073,0,64,14,92,0,7,307.2,16764,16764
10620.49148,35601,69,34,15,0,2,249.803437,20978,35601
13478.8,0,198,33,55,1,3,1425.6,17961,17961
8873.201307,28558,119,14,37,4,3,797.558033,28558,28558
5260.921627,60101,66,34,74,0,3,1.332349,21342,60101
2792.009458,22426,76,9,31,1,1,528.391284,22426,22426
10018.66117,30720,139,17,24,4,5,778.463303,28558,30720
7180.270931,34161,186,5,10,3,1,892.8,27510,34161
3012.039703,42987,77,14,48,0,1,128.490137,33415,42987
4236.814353,0,61,21,13,0,3,292.8,23636,23636
5283.362834,80928,132,26,27,0,1,538.545218,29327,80928
5395.091602,86640,67,2,25,0,5,65.457366,17291,86640
6913.566525,26714,64,17,7,1,2,307.2,26714,26714
2619.337376,78618,66,7,56,0,1,225.578841,78618,78618
8390.122077,0,78,22,3,0,2,732.340362,12590,12590
13727.79972,0,126,12,4,0,2,604.8,11432,11432
4482.015107,62977,115,34,40,0,1,552.0,10074,62977
2827.55957,0,79,30,25,0,1,568.8,17489,17489
5584.961718,19724,72,20,49,0,4,345.6,19724,19724
7568.85152,27558,65,18,48,0,2,312.0,27558,27558
9664.330983,86054,239,12,11,0,1,115.166422,56855,86054
6480.681366,42846,81,14,42,0,4,286.142521,30816,42846
8707.619537,57107,110,27,84,3,7,528.0,57107,57107
9048.983447,0,119,9,8,0,3,571.2,15142,15142
2615.852084,54314,66,13,98,0,1,282.770894,52266,54314
4878.829713,29950,61,0,76,0,4,292.8,29950,29950
10793.75704,24195,90,32,70,0,2,360.269404,19592,24195
5528.080912,0,73,30,11,0,8,388.819919,18107,18107
4605.87485,47481,116,20,39,0,1,556.8,37709,47481
8343.412804,63354,106,16,39,0,9,508.8,45703,63354
13009.24125,57591,66,5,74,0,2,316.8,25275,57591
7486.019078,0,71,14,62,0,2,340.8,36259,36259
9547.71004,34919,82,14,99,1,2,277.871312,25646,34919
8110.704417,76879,101,20,44,0,5,487.102627,25806,76879
7379.456823,61584,61,18,93,0,2,205.294927,20497,61584
6612.617859,28792,185,34,20,3,1,1166.603776,28792,28792
7452.233634,0,105,27,42,0,4,504.0,25198,25198
2686.535218,26713,71,22,69,0,1,142.695319,23170,26713
4470.181084,0,129,2,72,0,1,928.8,26607,26607
10348.01348,34244,87,14,34,2,2,417.6,20455,34244
11790.49617,25251,66,13,43,0,2,316.8,25251,25251
4566.123651,0,68,19,53,0,3,326.4,79814,79814
5905.971667,59848,73,5,98,1,3,131.614733,19949,59848
7492.055949,39815,64,17,68,0,2,91.391245,16139,39815
3427.154407,58840,86,25,44,0,1,73.27252,30817,58840
5181.620895,97131,64,5,80,0,6,307.2,97131,97131
4686.469674,58089,118,31,83,0,1,566.4,58089,58089
2710.12066,0,71,7,87,0,1,340.8,21979,21979
4313.34397,0,126,2,96,2,1,656.57161,26322,26322
4755.36505,21808,119,0,71,0,1,571.2,21808,21808
36516.0456,89771,114,5,83,0,2,432.409662,42522,89771
7792.067056,36776,65,21,21,0,2,240.186527,36776,36776
2549.998419,31213,65,0,29,0,1,312.0,31213,31213
7521.282545,0,115,33,0,0,3,987.293841,21941,21941
11510.36033,0,61,11,39,0,2,439.2,26239,26239
7999.251628,0,107,13,17,0,5,513.6,12075,12075
7927.182997,32555,68,32,72,0,2,86.912677,30492,32555
21123.1166,0,69,15,9,0,2,496.8,92766,92766
2453.570794,29735,69,3,92,0,1,331.2,29735,29735
2981.549197,80590,74,26,3,0,1,97.928632,54337,80590
5110.755667,22565,132,0,20,0,1,633.6,21665,22565
5351.853544,54817,137,24,28,0,1,209.504391,54817,54817
9015.819465,0,62,26,34,0,2,42.642554,20072,20072
5903.612641,55393,74,15,6,1,3,2.173552,52705,55393
8852.734284,0,83,12,97,0,2,597.6,28441,28441
13333.38849,75634,110,13,52,0,2,432.805382,26121,75634
8658.863813,62464,109,23,45,0,4,400.181882,62464,62464
4871.15057,72648,61,0,78,0,5,120.850664,29950,72648
5279.198664,77167,66,15,99,0,3,137.086695,21289,77167
6689.022728,56980,84,33,70,0,7,599.000883,56980,56980
5244.550942,27444,66,21,88,0,3,313.931213,27444,27444
6688.857444,57289,86,21,88,0,3,562.224942,57289,57289
8408.308374,84091,105,18,48,0,9,380.560266,34337,84091
2052.948967,0,67,33,21,2,1,806.180375,23540,23540
10592.58753,59590,136,15,67,0,5,460.266881,43610,59590
2913.493264,89672,72,7,92,0,1,309.568636,22158,89672
5243.446345,96535,66,11,85,0,3,271.074379,54189,96535
14191.59699,25575,117,10,41,0,2,561.6,15340,25575
9426.384787,38910,78,3,78,0,2,20.209679,25073,38910
4521.190551,39426,114,33,12,0,1,412.884282,26605,39426
3579.023825,28304,91,10,30,2,1,655.2,28304,28304
6285.15476,52210,80,6,74,0,9,384.0,23666,52210
7844.252972,0,102,20,46,0,3,273.945412,30449,30449
8283.843281,94851,104,6,33,0,3,190.998822,57938,94851
2436.397813,0,67,16,92,0,1,399.0564,22283,22283
2538.62632,18608,71,13,24,0,1,340.8,18608,18608
7304.395148,41025,92,22,92,0,6,20.374393,29881,41025
32474.76977,71449,102,17,7,0,2,734.4,24626,71449
6674.455913,92653,83,15,80,1,6,456.519419,24726,92653
33473.34946,33190,106,18,95,0,2,508.8,33190,33190
6459.640942,24290,82,15,84,0,8,393.6,23496,24290
4605.036646,22571,63,29,51,0,9,302.4,22571,22571
5686.743252,26409,71,30,70,0,5,475.166267,26409,26409
6608.165971,21616,93,4,41,0,7,944.854655,21616,21616
7158.530736,36463,92,8,25,0,3,441.6,20068,36463
10179.71704,14290,271,20,40,0,1,1300.8,14290,14290
5052.381573,34645,69,1,2,3,5,220.446667,29177,34645
5201.357604,67001,131,7,36,0,1,463.425687,23339,67001
8632.783576,96200,107,9,45,0,3,513.6,37970,96200
7350.930502,69241,93,2,63,0,3,111.250449,57734,69241
7690.159642,55843,64,3,80,0,2,307.2,55561,55843
8259.1108,20305,76,14,63,1,2,496.477418,20305,20305
2317.282049,0,68,10,81,0,1,489.6,27800,27800
8929.611119,44329,112,25,58,0,3,537.6,44329,44329
4854.362069,44279,61,32,7,0,3,292.8,35396,44279
2659.70565,0,87,4,4,3,1,420.041981,58498,58498
8750.222052,34695,113,1,60,0,5,100.323765,34695,34695
5054.780543,79297,64,34,64,0,6,72.760316,67132,79297
2199.516645,0,62,29,72,0,1,297.6,17576,17576
5715.312991,84183,72,29,86,0,4,255.565349,29530,84183
9566.839884,53375,79,20,92,0,2,127.322656,20870,53375
10094.13003,32046,127,28,23,0,4,475.599472,32046,32046
5444.793941,91393,67,19,54,0,6,460.551521,48203,91393
2582.408525,76731,64,2,68,0,1,201.455005,76731,76731
50568.25912,82081,249,1,62,0,2,753.760098,18047,82081
3484.247842,51337,88,3,70,0,1,72.543171,15144,51337
5555.830205,74015,72,12,61,0,6,471.443077,74015,74015
4173.140695,0,117,10,37,0,1,842.4,50909,50909
2897.494724,0,77,19,17,0,1,554.4,23376,23376
8044.511759,68849,67,9,67,0,2,252.699037,28360,68849
7716.997859,37376,99,34,52,0,3,65.548725,23235,37376
2274.669484,0,64,12,25,0,1,621.968062,24400,24400
8658.863813,62464,109,23,45,0,4,400.181882,62464,62464
11260.90364,88304,95,2,17,0,2,276.467811,41098,88304
16414.04415,0,112,11,9,0,2,682.422936,11432,11432
20018.20459,65900,62,17,41,0,2,297.6,29822,65900
4698.759935,0,67,27,71,0,6,321.6,41662,41662
9002.117386,61374,113,5,27,0,3,210.100003,28108,61374
25030.89457,0,110,1,53,1,2,528.0,42191,42191
3102.998522,31841,78,24,11,0,1,126.857228,31841,31841
2587.107864,27861,65,22,67,0,1,312.0,26713,27861
4983.61893,0,83,22,0,3,5,736.00483,19715,19715
6265.343299,0,84,18,25,1,4,481.025786,28406,28406
7233.540011,94550,90,0,93,0,7,432.0,32787,94550
5357.260833,39604,68,2,21,0,8,63.127223,39604,39604
11130.11974,42928,93,20,65,0,2,651.623195,40432,42928
2610.369217,54737,66,3,86,0,1,391.970334,16244,54737
7452.543017,0,68,14,46,0,2,489.6,68727,68727
6352.961129,80587,78,7,5,0,6,276.191729,21368,80587
14585.37736,0,194,26,10,0,5,931.2,23589,23589
17292.93538,80028,86,34,37,0,2,114.02307,22139,80028
4254.620669,11904,61,34,11,2,3,292.8,11904,11904
9621.72619,54872,121,9,50,0,3,580.8,37970,54872
14260.91441,0,99,2,30,0,2,204.121476,23402,23402
7756.307652,0,74,24,63,0,2,532.8,64749,64749
5875.212734,46417,74,16,14,0,7,164.746184,30857,46417
4946.960039,46239,67,17,1,3,4,6.395416,45329,46239
2660.009874,0,73,18,61,0,1,350.4,79292,79292
2372.289378,25550,61,28,13,0,1,439.2,13449,25550
15613.95173,27514,197,12,97,0,8,1367.199081,27514,27514
7803.503824,84417,98,5,32,0,7,139.714897,23675,84417
10346.11154,55906,86,26,3,0,2,58.469264,40001,55906
4960.548942,21638,65,9,81,0,8,468.0,21638,21638
7099.574987,16121,65,5,85,2,2,312.0,16121,16121
24442.29656,36261,68,3,71,0,2,16.800832,36261,36261
13466.92071,11432,119,11,9,0,2,571.2,11432,11432
2598.061204,62566,65,4,3,1,1,48.344273,23158,62566
2886.451602,10312,78,10,63,0,1,486.278557,10312,10312
2566.398498,67778,64,17,17,1,1,171.287759,27615,67778
6252.3631,92895,77,5,2,0,7,43.14147,39854,92895
5174.689686,55290,65,26,33,0,4,13.874775,22679,55290
9263.179837,23377,116,15,19,0,3,556.8,23377,23377
4834.710493,38713,66,31,69,4,6,316.8,38713,38713
2361.742243,0,66,17,92,1,1,145.896438,20592,20592
2674.730716,56342,69,12,89,0,1,331.2,56342,56342
16159.54237,29593,137,15,52,0,2,657.6,29593,29593
26197.41498,18495,113,10,15,0,2,542.4,18495,18495
2664.242814,82887,66,22,4,1,1,420.374805,38166,82887
15162.06565,71366,94,23,56,0,2,265.216633,16552,71366
22332.43946,49078,97,10,3,0,2,484.013411,49078,49078
4995.1712,10787,71,33,25,0,8,697.798804,68931,10787
16109.75353,0,73,12,42,0,2,350.4,25251,25251
4957.404306,10194,65,34,35,0,4,312.0,10194,10194
2866.779811,81763,72,22,12,1,1,518.4,47888,81763
8719.896238,59763,73,4,31,0,2,350.4,38113,59763
22448.68617,0,78,7,63,0,2,561.6,44719,44719
6864.647514,96832,85,19,23,0,3,408.0,56617,96832
4980.18765,21135,130,14,59,0,1,678.946216,21135,21135
2312.328541,16143,62,3,73,1,1,32.114117,16143,16143
5555.830205,74015,72,12,61,0,6,471.443077,74015,74015
26763.82631,84178,74,34,80,0,2,12.588784,33175,84178
2471.441785,0,70,32,14,0,1,504.0,14315,14315
17759.38575,0,63,10,19,0,2,661.7151,24930,24930
14628.49627,63936,189,4,29,0,5,765.012123,58452,63936
5801.828142,0,83,17,28,0,4,597.6,23772,23772
5209.945549,37940,129,11,36,0,1,512.542299,32116,37940
2814.438036,30703,70,15,58,0,1,336.0,43860,30703
5417.744055,54898,69,25,32,0,9,176.242159,25854,54898
16775.80883,89030,139,31,62,0,2,49.566591,59414,89030
7980.304624,15630,115,8,60,1,3,656.775467,15630,15630
5107.163002,35625,65,10,56,1,3,288.572108,35625,35625
2690.781969,48329,67,9,70,0,1,470.386291,48329,48329
4254.620669,11904,61,34,11,2,3,292.8,11904,11904
4643.413135,12261,125,26,80,0,1,600.0,12261,12261
6217.258012,0,86,15,94,0,9,39.730199,23496,23496
11373.98852,87810,94,15,26,3,2,225.641724,31991,87810
10861.71019,64744,139,5,34,0,5,41.308429,17269,64744
8569.36439,0,117,13,11,0,8,957.134978,28224,28224
16069.95283,60735,135,11,59,0,2,571.695889,27572,60735
2410.355726,0,67,5,53,0,1,482.4,65351,65351
14057.42125,36261,118,14,78,0,2,1197.713861,36261,36261
4872.577302,0,135,32,33,0,1,648.0,30383,30383
9031.214859,0,122,15,47,0,9,650.52179,34505,34505
2993.117683,23277,77,14,68,2,1,369.6,23277,23277
5846.520588,50320,73,24,6,0,5,297.738909,50320,50320
2589.43003,49675,65,10,54,0,1,312.0,33201,49675
6558.880167,19508,61,22,59,0,2,292.8,19508,19508
8105.996039,20815,110,7,35,0,9,528.0,20815,20815
7232.609391,46621,61,20,31,0,2,30.448249,20961,46621
13599.92487,22775,184,6,10,0,3,883.2,20309,22775
5093.379714,91814,63,30,99,0,3,167.037619,35289,91814
6047.02516,20396,76,15,60,1,4,364.8,20396,20396
7172.070153,73836,182,8,35,3,1,553.385695,27510,73836
3438.949322,55910,86,4,3,0,1,324.348688,55910,55910
5418.463878,43054,68,5,41,0,4,326.4,22236,43054
7824.492263,64543,65,1,84,0,2,200.177163,40036,64543
7930.602564,75988,67,0,40,0,2,200.54531,25859,75988
9321.284825,0,64,26,99,0,2,572.522796,69704,69704
2775.080095,29051,73,31,79,0,1,153.200014,13424,29051
5792.666316,87382,72,26,65,0,5,345.6,57733,87382
3596.83011,30694,91,22,23,1,1,436.8,23830,30694
14713.52329,0,85,4,18,0,2,877.034575,41098,41098
44520.13577,49259,144,35,36,0,2,820.431905,49259,49259
3071.784639,47528,77,10,73,1,1,277.582137,28089,47528
8471.292552,70624,106,6,52,0,3,49.234943,28120,70624
7205.019561,0,64,27,62,0,2,505.975326,25926,25926
11154.67599,31409,93,10,50,0,2,381.960657,28915,31409
10168.27175,35504,128,4,86,0,3,404.303518,35504,35504
5688.20499,44833,72,24,59,0,3,345.6,24518,44833
5272.932008,24423,67,5,62,0,6,321.6,24423,24423
13799.05459,0,127,20,31,0,2,609.6,22448,22448
4167.994667,0,69,22,98,3,8,433.959806,39428,39428
4242.69282,0,61,5,51,0,7,439.2,30735,30735
5736.45893,96917,71,31,16,0,9,373.047039,35091,96917
2679.686625,84450,68,18,12,0,1,291.257059,48608,84450
11828.61437,0,111,4,8,0,2,1018.808223,28879,28879
11905.06754,0,115,19,39,0,2,840.179082,11885,11885
4212.8026,10097,110,17,69,0,1,218.635593,10097,10097
5553.18672,33255,138,0,20,0,1,662.4,21665,33255
26538.57925,94132,73,31,68,0,2,350.4,33175,94132
6511.467626,42602,85,7,75,3,3,63.161647,42602,42602
4730.355248,17250,62,16,90,0,3,175.528642,17250,17250
2908.020838,74212,73,16,26,0,1,188.878749,20954,74212
4821.156466,85756,61,18,74,0,3,117.036869,33580,85756
2248.449633,24910,63,7,63,1,1,347.857619,24910,24910
5232.454958,41596,66,12,12,0,5,316.8,36615,41596
2557.585549,72202,63,12,13,0,1,453.6,22331,72202
5871.175279,33967,76,0,60,0,8,364.8,14174,33967
3681.978995,77951,93,28,46,3,1,19.668633,25480,77951
5918.066128,77521,73,6,66,0,3,350.4,43671,77521
16152.90489,0,109,12,66,0,2,852.460341,27760,27760
4984.618655,86305,62,1,99,0,5,80.73124,86305,86305
6637.228238,0,92,4,83,2,3,662.4,21450,21450
5979.724161,57693,76,16,56,0,3,547.2,57693,57693
7736.457821,0,112,6,37,3,7,78.975117,73759,73759
5644.474853,33137,74,16,8,0,4,472.500375,33137,33137
6944.739992,0,68,24,31,0,2,489.6,38676,38676
7373.225991,44938,183,7,37,0,1,2069.309854,44938,44938
13979.09014,33617,117,6,12,0,2,761.722334,28879,33617
2395.968567,38460,61,11,98,0,1,191.365686,38460,38460
2387.858281,0,67,23,88,0,1,482.4,52822,52822
4883.335068,40171,123,13,23,0,1,576.880144,13128,40171
20496.69426,0,64,10,72,0,2,307.2,22784,22784
2491.317024,36631,62,30,77,0,1,67.530904,36631,36631
7372.230729,74335,187,3,4,0,1,896.436023,26444,74335
12625.27947,79421,104,2,85,0,2,115.126739,17101,79421
5261.419836,38466,68,18,5,0,8,204.685796,20868,38466
4895.811925,54495,61,7,3,0,8,182.350945,54495,54495
4034.926461,0,112,8,28,0,1,806.4,21885,21885
10179.71704,14290,271,20,40,0,1,1300.8,14290,14290
17497.52201,0,73,9,94,0,2,350.4,25680,25680
10569.62547,45776,89,2,17,0,2,95.95081,41098,45776
7842.865664,94263,98,33,78,0,3,112.420211,10540,94263
7942.448548,12181,108,10,19,0,4,591.511506,12181,12181
17002.02246,97268,85,23,88,0,2,35.278648,28935,97268
2602.212965,28995,67,28,42,0,1,321.6,28995,28995
4112.841668,25030,113,16,97,4,1,542.4,25030,25030
5213.068893,12613,70,6,81,0,3,336.0,12613,12613
2292.791874,0,64,18,30,0,1,460.8,25544,25544
3933.813993,25927,103,6,20,0,1,674.973614,25927,25927
9234.277026,0,134,29,43,0,6,643.2,18643,18643
4650.063763,28215,65,15,26,0,3,468.0,28215,28215
3954.344534,18375,103,8,50,0,1,535.080276,18375,18375
6953.952351,43221,87,33,51,0,7,398.735257,21841,43221
2876.775085,0,84,4,29,0,1,849.011958,40525,40525
6265.343299,0,84,18,25,1,4,481.025786,28406,28406
3145.456489,52082,79,2,47,0,1,379.2,29195,52082
2688.878609,50719,68,10,28,0,1,394.248334,20608,50719
4749.127521,0,123,33,35,0,1,590.4,28321,28321
8364.502793,0,110,7,40,0,5,528.0,37937,37937
3450.328786,39248,87,27,22,0,1,386.765125,19861,39248
2935.838245,0,82,11,35,0,1,590.4,24191,24191
2772.502139,68463,70,19,67,1,1,336.0,62537,68463
3963.40327,38096,99,3,28,0,1,475.2,32180,38096
8062.546117,42124,101,3,78,0,6,484.8,13050,42124
7805.31287,21073,106,25,54,1,3,508.8,21073,21073
4855.773614,24149,61,15,10,0,3,292.8,10892,24149
2886.451602,10312,78,10,63,0,1,486.278557,10312,10312
2724.430809,0,77,15,31,0,1,404.82483,20954,20954
9976.24549,74115,63,24,24,0,2,275.349481,46182,74115
3755.260251,34624,95,28,66,0,1,270.370335,21975,34624
